Id|Kod|Miasto|Ulica|Numer domu|Numer lokalu|Wojewodztwo|Powiat|Gmina
1830271|30-123|Kraków|Staszczyka|3|33|||
1464618|30-126|Kraków|Stańczyka|14|21|||
1371346|30-126|Kraków|Stańczyka|13|37|||
1929608|30-126|Kraków|Stańczyka|20|17|||
1667261|30-126|Kraków|Stańczyka|5|23|||
1829702|30-126|Kraków|G. Zapolskiej|42|10|||
1827714|30-126|Kraków|Gabrieli Zapolskiej|42|82|||
5881|30-127|Kraków|Wesele|20|2|||
1926519|30-128|Kraków|Przybyszewskiego|83|37|||
1864254|30-128|Kraków|Przybyszewskiego|64P|7|||
1994632|30-132|Kraków|Szlachtowskiego|18||||
1186034|30-133|Kraków|Lea|210B|36|||
3178|30-133|Kraków|Juliusza Lea|219|33|||
1817176|30-134|Kraków|Zarzecze|101||||
1787909|30-134|Kraków|Kołowa|5|54|||
1698595|30-134|Kraków|Zarzecze|114A||||
1961297|30-134|Kraków|Kołowa|7|57|||
8340|30-135|Kraków|Kwiatkowskiego|8||||
1305327|30-135|Kraków|Marka Nawary|3||||
1334070|30-139|Kraków|Jabłonkowska|19|14|||
1623879|30-139|Kraków|Jabłonkowska|17|62|||
1827312|30-145|Kraków|Hamernia|29a|1|||
1501|30-147|Kraków|Wiedeńska|34||||
1264173|30-147|Kraków|Na Błonie|15|22|||
5982|30-147|Kraków|Na Błonie|11A|16|||
1316241|30-147|Kraków|A.Prystora|4||||
1373342|30-147|Kraków|Na Błonie|11A|151|||
1852694|30-147|Kraków|Na Błonie|15|23|||
1994650|30-149|Kraków|Balicka|14b|96|||
1894764|30-150|Kraków|Armii Krajowej|77|4|||
1921218|30-150|Kraków|Armii Krajowej|87|17|||
1332929|30-150|Kraków|Armii Krajowej|85|58|||
1977398|30-150|Kraków|Armii Krajowej|77|4|||
1977397|30-150|Kraków|Armii Krajowej|77|4|||
1904459|30-150|Kraków|Armii Krajowej|2|112|||
1801977|30-150|Kraków|Armii Krajowej|7|73|||
445|30-150|Kraków|Armii Krajowej|93|38|||
1894902|30-150|Kraków|Armii Krajowej|97|23|||
8811|30-150|Kraków|Armii Krajowej|93|43|||
1177411|30-198|Kraków|Balicka|264||||
1919603|30-198|Kraków|Wapiennik|18d|21|||
1571|30-198|Kraków|Wierzyńskiego|11||||
1897307|30-198|Kraków|Kazimierza Wierzyńskiego|41|25|||
1994652|30-199|Rząska|Na Stoku|24||||
1958026|30-203|Kraków|Ukryta|7||||
1700819|30-203|Kraków|Gontyna|6|1|||
1700794|30-203|Kraków|Gontyna|6|4|||
538|30-209|Kraków|Przegon|12|5|||
1983098|30-209|Kraków|Przegon|14B|2B/1|||
1924290|30-211|Kraków|Leszczynowa|11|3|||
1332499|30-211|Kraków|Leszczynowa|9|2|||
1971542|30-212|Kraków|Romera|20||||
1286579|30-213|Kraków|Słonecznikowa|10||||
1414440|30-213|Kraków|Emaus|48C||||
1351636|30-214|Kraków|Tondosa|6||||
1942496|30-218|Kraków|Tadeusza Rogalskiego|7A|1|||
497|30-218|Kraków|F.Bielaka|3||||
1408528|30-222|Kraków|Morelowa|30|13|||
1750325|30-222|Kraków|Kogucia|20|1|||
1909834|30-225|Kraków|Estreicherów|19|3|||
1450900|30-236|Kraków|Malownicza|10||||
1679754|30-237|Kraków|Rysi Stok|6||||
1449533|30-237|Kraków|Rysi Stok|19||||
1979449|30-239|Kraków|Niezapominajek|5|22|||
1761855|30-240|Kraków|Rzepichy|40||||
1953773|30-243|Kraków|Okrąg|14||||
1970488|30-244|Kraków|Orla|30A||||
1613265|30-245|Kraków|Sępia|24||||
1919653|30-250|Kraków|Zachodnia|5|1|||
1972363|30-298|Kraków|Powstania Styczniowego|2J||||
1948171|30-298|Kraków|Szaserów|20||||
1954829|30-298|Kraków|Głogowiec|10||||
1684262|30-302|Kraków|Konopnickiej|63|339|||
8344|30-312|Kraków|Twardowskiego|86I||||
9364|30-316|Kraków|Słomiana|6|49|||
1635|30-316|Kraków|Słomiana|2|47|||
1781472|30-316|Kraków|Słomiana|24|105|||
20930|30-316|Kraków|Słomiana|2|12|||
8997|30-316|Kraków|Słomiana|13|15|||
1983355|30-319|Łódź|Wigury|16|9|||
1831487|30-328|Kraków|Czechosłowacka|5||||
1248222|30-334|Kraków|Komandosów|11|9|||
1842898|30-334|Kraków|Komandosów|25|15|||
1968099|30-334|Kraków|Komandosów|3|41|||
1892309|30-334|Kraków|Komandosów|27|7|||
1993613|30-347|Kraków|Kapelanka|8|2|||
1946554|30-348|Kraków|Chmieleniec|17|55|||
1670268|30-348|Kraków|Chmieleniec|23|13|||
1979172|30-348|Kraków|Bobrzyńskiego|45B|69|||
1302709|30-348|Kraków|Bobrzyńskiego|45|18|||
1861499|30-349|Kraków|W. Lipińskiego|5A|34|||
1961456|30-349|Kraków|Zygmunta Miłkowskiego|11A|56|||
1755892|30-349|Kraków|Lipińskiego|10A|33|||
1907277|30-349|Kraków|Miłkowskiego|11A|120|||
1677269|30-349|Kraków|Lipińskiego|9|6|||
1894532|30-349|Kraków|Z. Miłkowskiego|21|34B|||
1906773|30-349|Kraków|Wacława Lipińskiego|13|79|||
1881018|30-349|Kraków|Lipińskiego|1A|119|||
1894523|30-349|Kraków|Lipińskiego|17||||
1861490|30-349|Kraków|W. Lipińskiego|5A|34|||
1367847|30-350|Kraków|Zachodnia|15|60|||
1908915|30-358|Kraków|Rostworowskiego|11|8|||
1959508|30-362|Kraków|Ceglarska|17C||||
1913880|30-362|Kraków|Ceglarska|23|30|||
1806690|30-363|Kraków|Kobierzyńska|8|83|||
1984997|30-363|Kraków|Kobierzyńska|60|54|||
1442081|30-363|Kraków|Rzemieślnicza|32|45|||
1971294|30-363|Kraków|Tadeusza Szafrana|4|36|||
1969118|30-363|Kraków|Rydlówka|9|82|||
1995124|30-363|Dąbrowa Szlachecka|Bielańska|30||||
1995123|30-363|Dąbrowa Szlachecka|Bielańska|30||||
1659245|30-363|Kraków|Rydlówka|21E|38|||
1350067|30-364|Kraków|Pychowicka|18D|10|||
1994538|30-376|Kraków|Norymberska|10c|63|||
1769427|30-376|Kraków|Sodowa|17|7|||
1881474|30-376|Kraków|Filipa Pokutyńskiego|6|11|||
1456369|30-376|Kraków|Tyniecka|118i||||
1391404|30-376|Kraków|Kameralna|29|2|||
1865598|30-376|Kraków|Norymberska|10C|3|||
1968953|30-376|Kraków|Tyniecka|135Z||||
1896874|30-376|Kraków|Norymberska|10a|50|||
1980060|30-376|Kraków|Tyniecka|118R|2|||
1896724|30-377|Kraków|Ćwikłowa|16||||
1810431|30-377|Kraków|Rodzinna|62||||
1937176|30-380|Kraków|Widłakowa|56A||||
1947398|30-382|Kraków|Kobierzyńska|93|151|||
1980704|30-383|Kraków|Lubostroń|22G|65|||
1945129|30-383|Kraków|Obozowa|42B|35|||
1917215|30-383|Kraków|Lubostroń|15A|71|||
1971819|30-384|Kraków|Raciborska|9|38|||
1980198|30-384|Kraków|Raciborska|13|14|||
1868034|30-384|Kraków|Zalesie|27b|10|||
1854191|30-384|Kraków|Szuwarowa|7|5|||
1958672|30-384|Kraków|Szuwarowa|3|87|||
1653547|30-384|Kraków|Zalesie|45||||
1666908|30-384|Kraków|Szuwarowa|4|62a|||
1709151|30-389|Kraków|Komuny Paryskiej|58A|30|||
1840473|30-389|Kraków|Ketlinga|8|9|||
1896254|30-389|Kraków|Małysiaka|24F|49|||
1983349|30-389|Kraków|Kwiecista|32||||
1896358|30-389|Kraków|Pod Dębami|1|12|||
1684058|30-389|Kraków|Albina Małysiaka|24E|27|||
1875763|30-389|Kraków|Małysiaka|6|82|||
1929420|30-389|Kraków|Zaporoska|8|2|||
1951407|30-389|Kraków|Komuny Paryskiej|100B||||
1896839|30-389|Kraków|Wicherkiewicza|12|2|||
1972372|30-389|Kraków|Soroki|1|6|||
1641499|30-389|Kraków|Anny Szwed-Śniadowskiej|34|46|||
1982001|30-391|Kraków|Spacerowa|55||||
1751737|30-392|Kraków|H.Barycza|8|2|||
1896575|30-392|Kraków|Czerwone Maki|4|3|||
1482289|30-392|Kraków|Bunscha|20|58|||
1825548|30-392|Kraków|Piltza|24|3|||
1979924|30-392|Kraków|Dr Jana Piltza|35|79|||
1616160|30-392|Kraków|Jana Piltza|23|39|||
1612467|30-392|Kraków|Federowicza|61|4|||
1966895|30-394|Kraków|Skotnicka|266A||||
1914340|30-394|Kraków|Księdza Franciszka Trockiego|68B|2|||
1831431|30-394|Kraków|M. Grzegorzewskiej|33A||||
1381395|30-394|Kraków|Unruga|26H||||
1993690|30-394|Kraków|Bolesława Śmiałego|15||||
1678321|30-394|Kraków|Józefa Unruga|104||||
1875678|30-394|Kraków|Dworski Ogród|6||||
1924654|30-395|Kraków|Czwartków|17A||||
1907137|30-396|Kraków|Szymonowica|25C|1|||
1281936|30-399|Kraków|Beliny Prażmowskiego|67|9|||
1815659|30-399|Kraków|Petrażyckiego|33A||||
1982958|30-399|Kraków|Tretówka|40||||
1637373|30-405|Kraków|Jana Brożka|26|42|||
1679829|30-406|Kraków|Kędzierzyńska|4||||
1906032|30-408|Kraków|Borsucza|5|43|||
1223148|30-408|Kraków|Odrzańska|11|23|||
1470602|30-408|Kraków|Odrzańska|2|2|||
1857550|30-409|Kraków|Ruczaj|15A||||
1658765|30-409|Kraków|Ruczaj|30A|11|||
1957532|30-412|Kraków|Zbrojarzy|64||||
1936616|30-412|Kraków|Tokarskiego Ds19|2||||
1983778|30-418|Kraków|Zakopiańska|2B|44|||
1984209|30-418|Kraków|Zakopiańska|2 A|2|||
9345|30-427|Kraków|Tadeusza Starca|8||||
1873946|30-427|Kraków|Żywiecka|44|2|||
1726210|30-427|Kraków|Benedykta Cesarza|29|4|||
1818760|30-427|Kraków|Kępna|15|4|||
1936457|30-427|Kraków|Karabuły|15||||
1861485|30-428|Kraków|Zdunów|18|85|||
2067|30-428|Kraków|Zdunów|18G|19|||
1768051|30-432|Kraków|Zaułek Jugowicki|31||||
1814462|30-432|Kraków|Jasielska|16||||
1880049|30-432|Kraków|Tulipanowa|2||||
1992926|30-433|Kraków|Kustronia|38||||
1456837|30-436|Kraków|Narvik|19||||
1688708|30-437|Kraków|Warowna|81||||
1855127|30-437|Kraków|Krygowskiego|5|22|||
1425295|30-438|Kraków|Borkowska|29B|5|||
1892209|30-440|Kraków|Janowskiego|15||||
6767|30-440|Kraków|Janowskiego|104||||
1891734|30-440|Kraków|Janowskiego|15||||
1207181|30-443|Kraków|Szylinga|25||||
1634532|30-444|Libertów|Św.Floriana|17||||
1985923|30-444|Libertów|Widokowa|23E||||
1274|30-446|Krakow|Kadłubka|11||||
1913038|30-499|Kraków|Dębskiego|39|8|||
1938074|30-499|Kraków|Ul. Ważewskiego|29A||||
1933991|30-499|Kraków|Dębskiego|51|3|||
1795504|30-501|Kraków|Orawska|3|4|||
1992931|30-504|Kraków|Śliska|9|2|||
1855294|30-504|Kraków|Kalwaryjska|65|1|||
1113|30-513|Kraków|Smolki|12b|3|||
2616|30-513|Kraków|Smolki|12B|5|||
1693294|30-519|Kraków|Zamoyskiego|25|12|||
1917888|30-523|Kraków|Zamoyskiego|18|6|||
1345977|30-523|Kraków|Zamoyskiego|40|22|||
1913879|30-525|Kraków|Krzemionki|12|1|||
1461759|30-527|Kraków|Na Zjeździe|13|16|||
1276610|30-527|Kraków|Nadwiślańska|9|15|||
1884204|30-535|Kraków|Rękawka|3|1|||
1945041|30-535|Kraków|Krakusa|15|3|||
1971474|30-535|Kraków|Rękawka|32|18|||
1970816|30-549|Kraków|Traugutta|16A|11|||
1891973|30-550|Kraków|Dąbrówki|9|16|||
1250580|30-552|Kraków|Wielicka|89|66|||
1919422|30-552|Kraków|Wielicka|42B|2|||
1701207|30-605|Kraków|Fredry|6H|22|||
1397153|30-605|Kraków|Fredry|4E|11|||
1971163|30-605|Kraków|Fredry|4E|79|||
1631850|30-611|Kraków|Bojki|10|59|||
1692359|30-611|Kraków|Stojałowskiego|33|23|||
1876112|30-611|Kraków|Sas-Zubrzyckiego|8|34|||
1909738|30-611|Kraków|Por.Halszki|5|2|||
1791274|30-611|Kraków|Bojki|13|35|||
1949648|30-611|Kraków|Jana Sas Zubrzyckiego|8|13|||
1856638|30-611|Kraków|Halszki|37|37|||
1460111|30-611|Kraków|Beskidzka|35|2|||
6774|30-612|Kraków|Witosa|35|1|||
1983318|30-612|Kraków|Chmielna|20C|14P|||
94|30-612|Kraków|Wysłouchów|46|29|||
1971154|30-612|Kraków|Witosa|33|83|||
1852793|30-612|Kraków|Przykopy|14|4|||
1717113|30-617|Kraków|Wyżynna|36G|2|||
1922440|30-618|Kraków|Tuchowska|6A|24|||
1894510|30-619|Kraków|Gołaśka|43|21|||
1896858|30-619|Kraków|Turniejowa|59|9|||
1624271|30-619|Kraków|Gołaśki|15|43|||
1653849|30-619|Kraków|Wysłouchów|46|64|||
1841269|30-619|Kraków|Turniejowa|73D|39|||
1868294|30-623|Kraków|Bystra|13||||
1376396|30-623|Kraków|Bystra|13||||
1994635|30-626|Kraków|Dauna|59|18|||
31543|30-638|Kraków|Włoska|8A|9|||
1333556|30-638|Kraków|Włoska|1|28|||
1659881|30-638|Kraków|Białoruska|69|53|||
1757824|30-644|Kraków|Przyjaźni Polsko-Węgierskiej|4A|71|||
1891733|30-653|Kraków|Kordiana|56|49|||
1391216|30-653|Kraków|Kordiana|50B|103|||
1967722|30-653|Kraków|Kordiana|58|23|||
1919766|30-653|Kraków|Kordiana|31|10|||
1773237|30-654|Kraków|Tarnobrzeska|14||||
1943502|30-657|Kraków|Gromady Grudziąż|19|35|||
1993888|30-658|Kraków|Łużycka|53|249|||
8747|30-658|Kraków|Łużycka|63|21|||
1883756|30-658|Kraków|Łużycka|53|150|||
1932377|30-660|Kraków|Algierska|2C||||
1928534|30-660|Kraków|Trybuny Ludów|44|8|||
1982956|30-667|Kraków|Facimiech|12A|12|||
1944927|30-668|Kraków|Polonijna|21|28|||
1980027|30-681|Kraków|Białoruska|17|22|||
1401564|30-682|Kraków|Spółdzielców|6|28|||
1863129|30-682|Kraków|Spółdzielców|11|55|||
1933831|30-682|Kraków|Społdzielców|12|175|||
1977918|30-683|Kraków|Nowosądecka|19|61|||
1791340|30-683|Kraków|Nowosądecka|31|42|||
1295923|30-689|Kraków|Czajna|18H||||
1864448|30-693|Kraków|Bochenka|16|55|||
1868979|30-693|Kraków|A.Bochenka|18|33|||
1959136|30-694|Kraków|Gruszczyńskiego|21C||||
1945140|30-695|Kraków|Rydygiera|18|5|||
1940454|30-695|Kraków|Ul.Rydygiera|15|63|||
1259428|30-695|Kraków|Schweitzera|5|6|||
1721997|30-695|Kraków|Schweitzera|5|6|||
1367361|30-698|Kraków|Borowinowa|59C|2|||
8785|30-698|Kraków|Merkuriusza Polskiego|26||||
1298160|30-698|Kraków|Kotowskiego|5||||
1715874|30-698|Kraków|Chałubińskiego|124||||
1853493|30-698|Kraków|Syreńskiego|27||||
1369355|30-698|Lusina|Przymiarki|3||||
1851903|30-698|Golkowice||205||||
1926661|30-698|Kraków|Orszańska|27||||
1316008|30-698|Kraków|Niedźwiedziny|6||||
1901631|30-698|Kraków|Orszańska|34D||||
1449628|30-701|Kraków|T.Kościuszki|19|11|||
1946039|30-701|Kraków|Zabłocie|19A|162|||
1805399|30-705|Kraków|Stanisława Klimeckiego|8A|152B|||
1935314|30-713|Kraków|Płaszowska|45B||||
1982559|30-713|Kraków|Płaszowska|51E|3|||
1680035|30-716|Kraków|Przewóz|40b|84|||
1724669|30-716|Kraków|Przewóz|32B|36|||
1818720|30-716|Kraków|Przewóz|6|48|||
1787476|30-718|Kraków|Myśliwska|61|54|||
1944991|30-720|Kraków|Kazimierza Siemienowicza|10|56|||
1827530|30-729|Kraków|Na Zakolu Wisły|12B|32|||
1979541|30-732|Kraków|Gliniana|7|8|||
1941631|30-732|Kraków|Ul.Gliniana|15|69|||
1946870|30-733|Kraków|Bagrowa|32|10|||
1767204|30-733|Kraków|Bagrowa|42|14|||
1981439|30-741|Kraków|Domagały|45D|79|||
1912647|30-741|Kraków|M.Domagały|45D|107|||
1949639|30-741|Kraków|Mariana Domagały|45G|27|||
1278293|30-798|Kraków|H.Czeczotta|27||||
1297315|30-798|Kraków|H. Czeczotta|27||||
1657429|30-798|Kraków|Topazowa|8|42|||
1958560|30-798|Kraków|Henryka I Karola Czechów|42|40|||
1897400|30-799|Kraków|Łutnia|57||||
1895673|30-809|Kraków|Księdza Piotra Ściegiennego|89|30|||
3891|30-809|Kraków|Ściegiennego|73|24|||
1971863|30-809|Kraków|Ściegiennego|70|102|||
1865451|30-809|Kraków|Ściegiennego|69|46|||
681|30-809|Kraków|Ściegiennego|73|80|||
1897456|30-816|Kraków|Górników|70|14|||
1931276|30-827|Kraków|A.Małkowskiego|16||||
1408622|30-827|Kraków|Karpacka|8a||||
1755908|30-833|Kraków|Lilli Wenedy|9|81|||
1687701|30-835|Kraków|Leonida Teligi|3|29|||
1293798|30-835|Kraków|Teligi|18|83|||
1623488|30-836|Kraków|Jerzmanowskiego|12|6|||
3853|30-836|Kraków|Jerzmanowskiego|34|20|||
1389182|30-837|Kraków|Aleksandry|25|90|||
1287703|30-837|Kraków|Aleksandry|25|176|||
1392802|30-837|Kraków|Aleksandry|4B|1|||
1791038|30-838|Kraków|Heleny|10|135|||
1894681|30-838|Kraków|Barbary|10a|174|||
1280074|30-838|Kraków|Heleny|12|11|||
1844731|30-851|Kraków|Bocznica|7||||
1838648|30-852|Kraków|Wrońskiego|6||||
1435208|30-856|Kraków|Imielna|24||||
1828961|30-856|Kraków|Bieżanowska|184a||||
1860189|30-858|Kraków|Półłanki|33GF|1|||
1885946|30-864|Kraków|Gardowskiego|3||||
1432191|30-864|Kraków|Zbigniewa Małka|7||||
8931|30-864|Kraków|Mała Góra|11|13|||
1979372|30-866|Kraków|Podłęska|3|18|||
1749495|30-868|Kraków|Mała Góra|14D|110|||
1971719|30-868|Kraków|Kurczaba|13|23|||
1957507|30-868|Kraków|Jana Kurczaba|37|77|||
2742|30-868|Kraków|Kurczaba|12|26|||
1449611|30-898|Kraków|Szymkiewicza|25||||
1602666|30-898|Kraków|Szymkiewicza|25||||
1652841|30-898|Kraków|Potrzask|61C||||
1718140|31-001|Kraków|Kobierzyńska|98|5|||
1980809|31-006|Kraków|Grodzka|3|6|||
1415876|31-035|Kraków|Starowiślna|56|19|||
8804|31-038|Kraków|Starowiślna|23|4|||
1248692|31-038|Kraków|Starowiślna|51|11A|||
1839275|31-039|Kraków|Dietla|64|3|||
8599|31-045|Kraków|Os.Witkowice Nowe|6||||
1640610|31-047|Kraków|Sarego|5|8|||
1298739|31-051|Kraków|Św. Sebastiana|34|5|||
1782156|31-056|Kraków|Józefa|25|22|||
1875615|31-063|Kraków|Meiselsa|4|12|||
1959925|31-064|Kraków|Augustiańska|34|60|||
1289481|31-066|Kraków|Skawińska|15|2|||
1438101|31-069|Kraków|Koletek|12||||
1610071|31-114|Kraków|Jabłonowskich|9|4|||
1853108|31-116|Kraków|Studencka|29|11|||
1925294|31-118|Kraków|Podwale|2|6A|||
1266121|31-125|Rzeszów|Solarza|11|31|||
1985330|31-127|Kraków|Kochanowskiego|28|2|||
1953258|31-127|Kraków|Bronowicka|81|30|||
1992227|31-131|Kraków|Garbarska|13|4|||
1994653|31-131|Kraków|Garbarska|13|2|||
1984149|31-140|Kraków|Łobzowska|6|27|||
1916860|31-141|Kraków|Krowoderska|25||||
1981999|31-142|Kraków|Krowoderska|42|2|||
1193|31-148|Kraków|Helclów|15|3|||
1880120|31-152|Kraków|Pędzichów|6|6|||
1429559|31-158|Kraków|Krowoderska|74|3|||
1904573|31-201|Kraków|Bratysławska|2|B11|||
1806445|31-207|Kraków|Księdza Siemaszki|60|5|||
1957488|31-209|Kraków|Gen.Augusta Fieldorfa-Nila|12|37|||
8481|31-215|Kraków|Żabiniec|23||||
1639375|31-215|Kraków|Żabiniec|89|1|||
1414098|31-215|Kraków|Żabiniec|101j|74|||
1855895|31-215|Kraków|Żabiniec|79|27|||
9144|31-216|Kraków|Konecznego|2|64|||
1853852|31-216|Kraków|Reja|11|47|||
1826866|31-216|Kraków|Mikołaja Reja|17|10|||
1852004|31-216|Kraków|Konecznego|2|93|||
1895602|31-216|Kraków|Mikołaja Reja|12|41|||
9069|31-216|Kraków|Konecznego|2|64|||
3175|31-217|Kraków|Grażyny|18|57|||
1804362|31-217|Kraków|Grażyny|11|13|||
1855912|31-221|Kraków|Białoprądnicka|41|3|||
1353952|31-221|Kraków|Białoprądnicka|24d|18|||
1979118|31-221|Kraków|Ludwika Pasteura|16|17|||
1957923|31-221|Kraków|Białoprądnicka|34C|14|||
1779082|31-222|Kraków|Glogera|32|42|||
39393|31-223|Kraków|Pachońskiego|18|105|||
1992548|31-223|Kraków|Pachońskiego|6A|64|||
1643597|31-223|Kraków|Białoprądnicka|31||||
1466723|31-223|Kraków|Pachońskiego|4|7|||
1906169|31-226|Kraków|A Vetulaniego|5A|40|||
1861487|31-228|Kraków|Nad Sudołem|18|27|||
1186683|31-228|Kraków|Pachońskiego|30|45|||
1983348|31-229|Kraków|W. Danka|5|4|||
1245922|31-229|Kraków|W.Danka|8|95|||
1957583|31-229|Kraków|W. Danka|5|4|||
1971164|31-231|Kraków|Bociana|4|19|||
1861500|31-231|Kraków|Bociana|4D|5|||
1900904|31-231|Kraków|Siewna|21|65|||
1446912|31-231|Kraków|Siewna|21c|55|||
1876045|31-231|Kraków|Bociana|6C|118|||
1277820|31-232|Kraków|Os.Mozarta|30|22|||
1835008|31-234|Kraków|Natansona|2D|1|||
1384394|31-234|Kraków|Kuźnicy Kołłątajowskiej|16|83|||
1443280|31-234|Kraków|Kuźnicy Kołłątajowskiej|16|186|||
1792550|31-234|Kraków|Górka Narodowa|122H||||
1957925|31-234|Kraków|Kuźnicy Kołłątajowskiej|15|41|||
1826065|31-234|Kraków|Kuźnicy Kołłątajowskiej|15C|33|||
1757052|31-235|Kraków|Andrzeja Zauchy|6|29|||
1862320|31-235|Kraków|Andrzeja Zauchy|11|19|||
1915686|31-235|Kraków|S. Banacha|39|11|||
1967109|31-235|Kraków|Banacha|49|41|||
1718056|31-236|Kraków|Felińskiego|31|21|||
1432535|31-236|Kraków|Grabczaka|20|2|||
1861483|31-236|Kraków|Abp.Felińskiego|17|18|||
1719842|31-236|Kraków|Felińskiego|31|8|||
1994737|31-236|Kraków|Felińskiego|20A|39|||
1955073|31-241|Kraków|Al. 29 Listopada|193|14|||
1699800|31-241|Kraków|Al. 29 Listopada|193C|36|||
1966912|31-242|Kraków|Belwederczyków|7|12|||
1895075|31-242|Kraków|Belwederczyków|7|4|||
1895521|31-261|Kraków|Józefa Wybickiego|3|74|||
1939510|31-261|Kraków|Rusznikarska|12|29|||
1244785|31-261|Kraków|Rusznikarska|12|32|||
1917670|31-261|Kraków|Rusznikarska|14|100|||
1449194|31-261|Kraków|Wybickiego|3|68|||
1850245|31-265|Kraków|Gospodar5ska|7A||||
1993079|31-271|Kraków|Kluczborska|58|31|||
1957325|31-271|Kraków|Krowoderskich Zuchów|3A|31|||
1712903|31-272|Kraków|Krowoderskich Zuchów|26|9|||
1872154|31-272|Kraków|Płk.Francesco Nullo|16|13|||
1802900|31-279|Kraków|Łokietka|57A|70|||
1958480|31-279|Kraków|Władysława Łokietka|57|22|||
1955623|31-303|Kraków|Stachiewicza|17|58|||
1945893|31-303|Kraków|Piotra Stachiewicza|27|8|||
1978884|31-311|Kraków|Wierzbowa|5||||
1837600|31-315|Kraków|Radzikowskiego|100G|42|||
1350612|31-315|Kraków|Radzikowskiego|106c|26|||
1482992|31-315|Kraków|Radzikowskiego|106C|25|||
1861491|31-315|Kraków|Radzikowskiego|67|60|||
1828280|31-315|Kraków|Radzikowskiego|47C|16|||
1311690|31-315|Kraków|Królewska|70|6|||
1391956|31-315|Kraków|Radzikowskiego|100g|53|||
1970670|31-316|Kraków|Kazimierza Pużaka|6|27|||
1980624|31-317|Kraków|Gnieźnieńska|24|104|||
1981934|31-321|Kraków|Władysława Podkowińskiego|2|15|||
20900|31-322|Kraków|Chełmońskiego|4|61|||
1940294|31-325|Kraków|Ul. Jana Palacha|3||||
1616072|31-325|Kraków|Makowskiego|8|119|||
1941646|31-328|Kraków|Stachiewicz|40|24|||
1715994|31-334|Kraków|Łokietka|156D|2|||
1971213|31-334|Kraków|Łokietka|154 O|4|||
1355033|31-340|Kraków|Chełmońskiego|136|1|||
1944987|31-340|Kraków|Chełmońskiego|136D|31|||
1875935|31-340|Kraków|Józefa Chełmońskiego|108A|84|||
1747926|31-340|Kraków|Chełmońskiego|112A|1|||
1942494|31-340|Kraków|Chełmońskiego|70C|13|||
1676430|31-340|Kraków|Chełmońskiego|106C|48|||
1858479|31-341|Kraków|Stelmachów|46G|1|||
1781299|31-341|Kraków|Stelmachów|58A|7|||
1933766|31-342|Kraków|Narcyzowa|10||||
1897359|31-343|Kraków|Smętna|9|30|||
1897015|31-344|Kraków|Ojcowska|37||||
1808622|31-344|Kraków|Na Polach|91||||
1853683|31-345|Kraków|Sosnowiecka|34|26|||
1913623|31-345|Kraków|Sosnowiecka|30E|20|||
1764323|31-346|Kraków|Stawowa|152|6|||
1437773|31-346|Kraków|Stawowa|147|16|||
1733108|31-346|Kraków|Stawowa|172B|16|||
1479516|31-347|Kraków|Szarotki|53||||
1928063|31-348|Kraków|Chełmońskiego|273||||
1982612|31-348|Kraków|Chełmońskiego|156|40|||
1464688|31-352|Kraków|Os.Złota Podkowa|13|12|||
1778564|31-352|Kraków|Katowicka|81B||||
1622183|31-352|Kraków|Ks.S.Truszkowskiego|12J|2|||
1381229|31-352|Kraków|Os.Złota Podkowa|36|13|||
1637757|31-355|Kraków|Starego Dębu|34|21|||
1965756|31-355|Kraków|Starego Dębu|44|22|||
1636499|31-356|Kraków|Wizjonerów|2|139|||
1893156|31-398|Kraków|Wieniawy-Długoszowskiego|114||||
1087|31-408|Kraków|Żytnia|15|2|||
1992648|31-409|Kraków|Dominikanów|14||||
1620864|31-414|Kraków|Celarowska|18|82|||
1697478|31-414|Kraków|Celarowska|20|79|||
1468078|31-416|Kraków|Dobrego Pasterza|122B|40|||
1791039|31-416|Kraków|Marchołta|3|60|||
1919101|31-416|Kraków|Marchołta|28|15|||
1853785|31-416|Kraków|Dobrego Pasterza|110|36|||
1685833|31-416|Kraków|Dobrego Pasterza|52|12|||
1438207|31-416|Kraków|Dobrego Pasterza|120b|17|||
1802918|31-416|Kraków|Dobrego Pastarza|99C|25|||
7863|31-417|Kraków|Aliny|6||||
1440950|31-421|Kraków|Reduta|46|10|||
1980025|31-421|Kraków|Reduta|48|42|||
1612679|31-421|Kraków|Reduta|42C|11|||
1958737|31-422|Kraków|Strzelców|23|46|||
1816075|31-422|Kraków|Strzelców|7C|5|||
1918194|31-422|Kraków|Jakuba Majora|60|16|||
603|31-422|Kraków|Strzelców|17|29|||
1333232|31-422|Kraków|Majora Nuszkiewicza|7|5|||
1768649|31-423|Kraków|Łepkowskiego|10|63|||
1639643|31-423|Kraków|Łepkowskiego|12|54|||
1986665|31-423|Kraków|Nuszkiewicza|6|2|||
1925885|31-424|Kraków|Fertnera|1|34|||
1829976|31-425|Kraków|Rogatka|1|16|||
1994654|31-428|Kraków|Chrobrego|29|14|||
1910881|31-435|Kraków|Pogodna|7|1|||
1892915|31-444|Kraków|Ładna|24|4|||
1369872|31-444|Kraków|Ostatnia|1F|36|||
1979065|31-444|Kraków|Śliczna|36A|74|||
1619968|31-444|Kraków|Śliczna|28|28|||
1907250|31-450|Kraków|Ugorek|1|23|||
1850091|31-456|Kraków|Ugorek|4|117|||
9031|31-457|Kraków|Meissnera|6|168|||
1982474|31-457|Kraków|Fiołkowa|10|50|||
