Id|Kod|Miasto|Ulica|Numer domu|Numer lokalu|Wojewodztwo|Powiat|Gmina
1692521|31-457|Kraków|Fiołkowa|4|7|||
1994651|31-460|Kraków|Ułanów|70|17|||
1436841|31-462|Kraków|Pilotów|24|81|||
8374|31-462|Kraków|Pilotów|28|48|||
1857439|31-462|Kraków|Pilotów|81|41|||
1977600|31-463|Kraków|Narzymskiego|26|24|||
1613485|31-465|Kraków|Młyńska|2|34|||
1873443|31-466|Kraków|Akacjowa|3|22|||
1921762|31-469|Kraków|Młyńska Boczna|5|18|||
1479436|31-470|Kraków|Młyńska Boczna|7|2|||
1698865|31-470|Kraków|Młyńska Boczna|3|49|||
1734090|31-476|Kraków|Bosaków|5|57|||
1977300|31-476|Kraków|Lublańska|16|44|||
1312900|31-479|Kraków|Sabały|51|12|||
1214024|31-479|Kraków|Sabały|58||||
1877313|31-480|Kraków|Liryczna|9|1|||
1984427|31-506|Kraków|Topolowa|30|8|||
1944995|31-510|Kraków|Rakowicka|20B|29|||
1957495|31-513|Kraków|Moniuszki|2A|1|||
1902965|31-514|Kraków|Al.Beliny Prażmowskiego|41|2|||
39040|31-519|Kraków|Idzikowskiego|14|10|||
1840395|31-521|Kraków|Norwida|1||||
1629019|31-523|Kraków|Moniuszki|29|2|||
74|31-524|Kraków|Grunwaldzka|15|6|||
1652616|31-534|Kraków|Daszyńskiego|24|11|||
1395|31-534|Kraków|Daszyńskiego|27|5|||
20361|31-536|Kraków|Siedleckiego|13|21|||
1992388|31-539|Kraków|Kotlarska|16|10|||
1858435|31-542|Kraków|Mogilska|23|48|||
1868277|31-542|Kraków|Sądowa|1|103|||
1861484|31-542|Kraków|Mogilska|23|48|||
8413|31-542|Kraków|Sądowa|5|35|||
1946043|31-543|Kraków|Francesco Nullo|16|37|||
1983005|31-543|Kraków|Francesco Nullo|16|15|||
2484|31-543|Kraków|F.Nullo|10|56a|||
1803230|31-548|Kraków|Aleja Pokoju|21|30|||
1970146|31-548|Kraków|Aleja Pokoju|8|12|||
1779025|31-548|Kraków|Al. Pokoju|9|1|||
1916270|31-553|Kraków|Cystersów|26|49|||
1914096|31-553|Kraków|Fabryczna|7|99|||
1739471|31-559|Kraków|Grzegórzecka|79D|1|||
1960905|31-559|Kraków|Grzegórzecka|85|13|||
1947614|31-559|Kraków|Grzegórzecka|77|113|||
1627560|31-559|Kraków|Grzegórzecka|102|53|||
1875752|31-559|Kraków|Grzegórzecka|67H|72|||
1818947|31-563|Kraków|Świtezianki|3|5|||
1760047|31-564|Kraków|Aleja Pokoju|81E|69|||
1960036|31-566|Kraków|Bajeczna|6|3|||
1280747|31-571|Kraków|Mogilska|121|87|||
1868036|31-571|Kraków|Czyżyńska|21|47|||
1806682|31-572|Kraków|Dąbska|18I|16|||
1809461|31-572|Kraków|Dąbska|21a|40|||
1613768|31-572|Kraków|Dąbska|22B|90|||
1455219|31-572|Kraków|Dąbska|18n|61|||
1713550|31-572|Kraków|Dąbska|22A|40|||
1659215|31-580|Kraków|Poleska|5|9|||
1622421|31-580|Kraków|S. Wysockiej|2A|9|||
1464757|31-580|Kraków|Franciszka Wężyka|10|6|||
1416143|31-589|Kraków|Sołtysowska|23|14|||
1705298|31-589|Kraków|Sołtysowska|35A|26|||
1984158|31-615|Kraków|Os.Złotego Wieku|9|78|||
1739463|31-616|Kraków|Os. Złotego Wieku|12|69|||
1980414|31-616|Kraków|Os. Złoty Wiek|12|90|||
9128|31-618|Kraków|Os.Złotego Wieku|64|33|||
1911560|31-618|Kraków|Kurzei|14|11|||
1946836|31-619|Kraków|J. Zawieyskiego|11|17|||
1873089|31-620|Kraków|Os. Bohaterów Września|1a|26|||
1471640|31-621|Kraków|Os.Boh.Września|17|28|||
1895218|31-621|Kraków|Bohaterów Września|66|10|||
1278154|31-621|Kraków|Bohaterów Września|79C|2|||
1917790|31-621|Kraków|Os. Bohaterów Września|39|15|||
1825720|31-623|Kraków|Os.Piastów|11|37|||
1827704|31-623|Kraków|Os.Piastów|2|22|||
1638266|31-625|Kraków|Os.Piastów|73|41|||
1691369|31-625|Kraków|Os. Piastów|65|169|||
1866358|31-625|Kraków|Os.Piastów|41|44|||
1786692|31-625|Kraków|Os.Piastów|67|66|||
1355655|31-625|Kraków|Os.Piastów|44|11|||
1634531|31-636|Kraków|Oś. Oświecenia|44|93|||
1980026|31-636|Kraków|Osiedle Oświecenia|46A|92|||
1850061|31-636|Kraków|Os. Oświecenia|41|51|||
1237598|31-636|Kraków|Os. Oświecenia|49|105|||
1190912|31-636|Kraków|Os.Oświecenia|46|22a|||
1959917|31-637|Kraków|Okulickiego|59|124|||
1947887|31-637|Kraków|Generała Leopolda Okulickiego|57|14|||
1603503|31-640|Kraków|Os.Mistrzejowice|10|31|||
7853|31-654|Kraków|Grzegórzecka|76A|29|||
1832695|31-704|Kraków|Os. Na Stoku|27|21|||
1692924|31-711|Kraków|Jagiełły|13||||
1694228|31-725|Kraków|Os. Na Wzgórzach|29|78|||
1946235|31-727|Kraków|Os. Na Wzgórzach|43|36|||
1367785|31-754|Kraków|Zdzisława Przebindowskiego|23||||
1940395|31-764|Kraków|Ul. Darwina|54||||
1953995|31-764|Kraków|Grębałowska|39||||
1896491|31-764|Kraków|Kantorowicka|15||||
1285011|31-766|Kraków|Lubocka|1||||
1838341|31-767|Kraków|Jubileuszowa|8||||
1734903|31-807|Kraków|Os. Strusia|16|68|||
1757063|31-810|Kraków|Os. Strusia|18|185|||
1966403|31-831|Kraków|Os.Jagiellońskie|37|44|||
1415877|31-831|Kraków|Cienista|3c||||
1762277|31-845|Kraków|Os.Przy Arce|16|3|||
1630458|31-858|Kraków|Os.Kościuszkowskie|6|404|||
1942492|31-860|Kraków|Bieńczycka|15B|108|||
1923049|31-864|Kraków|Al.Jana Pawła Ii|35B|6|||
1981287|31-864|Kraków|Jana Pawła Ii|33|78|||
1889167|31-866|Kraków|Os. Akademickie|6|20|||
1341456|31-866|Kraków|Os.Akademickie|1|40|||
1950581|31-866|Kraków|Skarżyńskiego|3|703A|||
1960519|31-866|Kraków|Os. Akademickie|9|4|||
1970276|31-867|Kraków|Os. 2 Pułku Lotniczego|1D|27|||
1862145|31-867|Kraków|Os. 2 Pułku Lotniczego|2|43|||
1896855|31-868|Kraków|Os. 2 Pułku Lotniczego|11|38|||
1334297|31-868|Kraków|2 Pułku Lotniczego|19|24|||
1739962|31-870|Kraków|Os.Ii Pułku Lotniczego|46|100|||
1950028|31-870|Kraków|Os. 2 Pułku Lotniczego|44|35|||
1858444|31-871|Kraków|Oś.Dywizjonu 303|5|4|||
8609|31-871|Kraków|Os.Dywizjonu 303|5|172|||
1323743|31-872|Kraków|Gliniana|17|78|||
1846706|31-872|Kraków|Os.Dywizjonu 303|14|81|||
1818755|31-875|Kraków|Os.Dywizjonu 303|47|47|||
8583|31-875|Kraków|Os.Dywizjonu 303|37|15|||
1935073|31-875|Kraków|Os. Dywizjonu 303|64A|43|||
1951732|31-877|Kraków|Os. Avia|6|41|||
1942493|31-877|Kraków|Os. Avia|2|61|||
1850107|31-878|Kraków|Bolesława Orlińskiego|9B|34|||
1980024|31-907|Kraków|Os.Wandy|32|26|||
1914476|31-915|Kraków|Os. Ogrodowe|2|51|||
1772221|31-921|Kraków|Os. Stalowe|10|8|||
1861497|31-927|Kraków|Os. Centrum B|5|5|||
1826388|31-934|Kraków|Os.Centrum E|20|14|||
1984362|31-939|Kraków|Os. Kolorowe|12|34|||
1782019|31-943|Kraków|Os. Spółdzielcze|2|39|||
1924334|31-951|Kraków|Os.Zgody|8|34|||
1688519|31-962|Kraków|Krakowiaków|5|22|||
1951073|31-963|Kraków|Os. Krakowiaków|25|3|||
1863856|31-964|Kraków|Krakowiaków|39|1|||
1811008|31-966|Kraków|Os. Sportowe|34|4|||
1893333|31-972|Kraków|Os.Szklane Domy|2A|28|||
1843786|31-978|Kraków|Os.Szkolne|35|40|||
1982460|31-982|Kraków|Bp.Filipa Padniewskiego|22|197|||
1830118|31-985|Kraków|Branicka|8||||
1992660|32-002|Węgrzce Wielkie|Węgrzce Wielkie|764||||
1915499|32-002|Grabie||271||||
20976|32-003|Podłęże||630||||
20801|32-005|Niepołomice|Bocheńska|40C|1|||
1324754|32-005|Niepołomice|Magnolii|15||||
1894046|32-005|Niepołomice|I.Daszyńskiego|46|5|||
1822186|32-010|Łososkowice||62||||
1915788|32-010|Wilków|Folwark|3||||
1912087|32-010|Łuczyce|Pod Kopcem|15||||
1643122|32-010|Kocmyrzów||8||||
1317523|32-010|Krzysztoforzyce|Miodowa|7||||
1856788|32-010|Kocmyrzów-Luborzyca|Sportowa|2||||
1982944|32-010|Krzysztoforzyce|P. Michałowskiego|111||||
1942490|32-010|Goszcza|Batalionu Skała Ak|3||||
1936099|32-010|Dojazdów|Galicyjska|103||||
1894987|32-014|Dąbrowa||64||||
1923143|32-014|Szarów||384||||
1984146|32-014|Szarów||384||||
1415528|32-015|Kłaj||878||||
1601762|32-020|Wieliczka|Długa|37||||
1653557|32-020|Sułków||657||||
1985724|32-020|Chorągwica||383||||
1966240|32-020|Tomaszkowice||582h|2|||
1301960|32-020|Janowice||118||||
1806750|32-020|Trąbki||272||||
1737494|32-020|Zabawa||217||||
1666344|32-020|Wieliczka|Widok|10||||
1811256|32-020|Chorągwica||224||||
1675141|32-020|Wieliczka|Akacjowa|12C||||
1992943|32-020|Wieliczka|Dembowskiego|4|9A|||
1855737|32-020|Trąbki||59||||
1815198|32-020|Grabówki||1||||
1993612|32-020|Wieliczka|Grottgera|1a||||
1993615|32-020|Wieliczka|Szymanowskiego|18|59|||
17561|32-020|Wieliczka|Chopina|2|7|||
1863498|32-020|Raciborsko||308||||
1940868|32-020|Pawlikowice||466||||
1948031|32-020|Siercza||460||||
1395353|32-020|Siercza||263||||
1465453|32-020|Zabawa||562||||
1873791|32-020|Wieliczka|Magnoliowa|1B||||
1444512|32-020|Wieliczka|Dembowskiego|4A|15|||
1462246|32-020|Wieliczka|Św.Barbary|46|11|||
1448892|32-020|Sułów||189||||
1950546|32-031|Brzyczyna|Spacerowa|7||||
1896136|32-031|Mogilany|Celiny|25||||
25516|32-040|Wrząsowice|Wąwozowa|19||||
1967724|32-040|Rzeszotary|Szewska|39|1|||
1953425|32-040|Olszowice|Św. Floriana|7||||
1425470|32-040|Świątniki Górne|Karpacka|3||||
1705640|32-043|Cianowice|Al.Parkowa|48||||
1898617|32-045|Wielmoża|Krakowska|57||||
1853617|32-046|Stoki||3||||
1940905|32-046|Barbarka||58||||
1985903|32-048|Jerzmanowice||140B||||
1966889|32-048|Jerzmanowice|Centralna|111||||
1857680|32-048|Gotkowice||46||||
1315328|32-048|Jerzmanowice|Jana Iii Sobieskiego|2||||
1199271|32-048|Łazy||163A||||
1977990|32-048|Łazy||87||||
1727994|32-048|Łazy||186||||
1977987|32-049|Przeginia||119A||||
1919128|32-050|Skawina|Słoneczna|15|4|||
1469819|32-050|Skawina|Wojska Polskiego|19d||||
1792549|32-050|Skawina|Krakowska|32B|2|||
1616115|32-050|Skawina|Graniczna|2L|6|||
1634614|32-050|Skawina|Łanowa|53m||||
1968864|32-050|Skawina|Falbówki|25||||
1982464|32-050|Skawina|Kopernika|11C|4|||
1891974|32-050|Skawina|Słoneczna|11A|4|||
1992055|32-050|Skawina|Wyspiańkiego|31 B||||
1971159|32-051|Wielkie Drogi|Kalwaryjska|12||||
3059|32-060|Liszki|Tyniecka|101||||
1367659|32-060|Liszki||218||||
1864|32-060|Budzyń||63||||
1454291|32-060|Liszki||384||||
1942649|32-060|Budzyń||163||||
1908361|32-060|Ściejowice||153||||
1267905|32-061|Rybna|Tęczowa|8||||
1259292|32-061|Przeginia Duchowna||400||||
1983260|32-064|Nielepice|Sosnowa|14||||
2648|32-064|Brzezinka|Krakowska|35||||
1957790|32-064|Nielepice|Kalinowa|10||||
1803487|32-064|Rudawa|Osiedlowa|147||||
1985075|32-064|Rudawa|Dunajewskiego|11||||
1962441|32-065|Krzeszowice|Zielona|8||||
1918842|32-065|Krzeszowice|Grunwaldzka|15||||
1726802|32-065|Krzeszowice|Żbicka|8|31|||
1977897|32-065|Miękinia||32||||
1725932|32-067|Tenczynek|Pareńskiego|36||||
1938526|32-067|Zalas|Garncarska|208||||
8602|32-067|Tenczynek|Jaskiniowa|5||||
1419868|32-067|Zalas|Słoneczna|14||||
1415355|32-070|Dąbrowa Szlachecka|Bielańska|30||||
1995115|32-070|Dąbrowa Szlachecka|Bielańska|30||||
1468650|32-070|Czernichów|Franciszka Stefczyka|27||||
1257138|32-070|Dąbrowa Szlachecka|Spacerowa|20||||
1316105|32-070|Dąbrowa Szlachecka|Bielańska|21||||
1995119|32-070|Dąbrowa Szlachecka|Bielańska|30||||
1977052|32-075|Żarnowica||7||||
1791598|32-080|Brzezie|Krokusowa|4||||
1700802|32-080|Zabierzów|Malinowa|5|2|||
1685721|32-080|Zabierzów|Osiedle Na Stoku|1||||
444|32-080|Zabierzów|Źródlana|1||||
1298598|32-082|Karniowice|Krakowska|65||||
1367848|32-082|Więckowice|Kasztanowa|72||||
1830275|32-082|Karniowice|Rycerska|15||||
1958674|32-082|Karniowice|Krakowska|61||||
1933517|32-082|Bolechowice|Wolańska|29||||
1899935|32-083|Balice|Urocza|40||||
1983515|32-084|Chrosna||91||||
1979620|32-084|Brzoskwinia|Tenczyńskich|69||||
1868151|32-084|Mników||175||||
1715998|32-084|Brzoskwinia|Dworska|27||||
1855349|32-085|Modlnica|Rydza Śmigłego|16||||
1913466|32-085|Modlniczka|Wąwozowa|40M|2|||
1815475|32-085|Modlniczka|Miodowa|16b||||
1455925|32-085|Modlniczka|Słowiańska|85A||||
1367853|32-085|Giebułtów|Spacerowa|12||||
1277617|32-085|Modlniczka|Wspólna|15||||
1944602|32-085|Modlnica|Jurajska|27K|2|||
1947414|32-085|Modlnica|Szydło|3||||
1792749|32-085|Tomaszowice|Różana|21||||
1904973|32-085|Modlnica|Polna|65||||
1898784|32-086|Boleń|Legionistów|37||||
1855750|32-086|Batowice|Karola Wojtyły|16||||
1464568|32-086|Bosutów|Sosnowa|1||||
1873083|32-086|Boleń|Złote Łany|6||||
1835542|32-086|Węgrzce|C 12|5||||
1808|32-086|Węgrzce|C20|5||||
1949612|32-087|Zielonki|Długopolska|20G||||
1764336|32-087|Zielonki|Rzyczyska|5G||||
1995101|32-087|Bibice|Rezerwistów|24A||||
1721288|32-087|Zielonki|Różana|18||||
1727530|32-087|Zielonki|Na Popielówkę|45R|2|||
1387717|32-087|Zielonki|Kanadyjska|25C||||
1919356|32-087|Zielonki|Długopolska|35||||
1949644|32-087|Pękowice|Ojcowska|68||||
3329|32-087|Zielonki|Osiedlowa|25||||
1817710|32-087|Bibice|Widokowa|8||||
1940915|32-087|Zielonki|Marzycieli|8||||
1983095|32-087|Zielonki|Grillowa|2A||||
1919708|32-087|Zielonki|Marzycieli|8||||
1956205|32-087|Pękowice|Jurajska|3||||
1967725|32-087|Zielonki|Widokowa|17B|2|||
9318|32-087|Zielonki|Księdza Adama Zięby|12||||
1985580|32-088|Brzozówka|Krakowska|85||||
1651848|32-088|Grębynice|Świętego Floriana|31||||
1934052|32-089|Będkowice|Brzozowa|5||||
1927545|32-089|Będkowice|Długa|75||||
1626632|32-089|Wielka Wieś|Stroma|14D||||
1353255|32-089|Wielka Wieś|Stroma|38B||||
1971821|32-089|Będkowice|Widokowa|1||||
1894687|32-091|Michałowice|Jutrzenki|2||||
1612697|32-091|Michałowice|Na Leśnym Stoku|5||||
1279594|32-091|Górna Wieś|Graniczna|369||||
1942515|32-091|Michałowice|Leśna|99||||
1897044|32-091|Górna Wieś|Widok|3||||
1993629|32-091|Kraków|Beliny-Prażmowskiego|53|1|||
1651330|32-091|Kozierów|Do Słońca|14||||
1370492|32-091|Sieborowice|Sosnowiec|13||||
1840324|32-095|Narama|Graniczna|491||||
1980514|32-095|Domiarki||15||||
1176699|32-100|Żębocin||48||||
1977082|32-104|Polekarcice||101||||
1414693|32-104|Posądza||114A||||
1768082|32-120|Nowe Brzesko|Spółdzielcza|2||||
1236105|32-200|Przesławice||85a||||
1682390|32-200|Miechów|Kraszewskiego|24||||
1617049|32-300|Olkusz|Jana Kantego|7b|10|||
1826876|32-300|Olkusz|Nowowiejska|43||||
1882299|32-300|Olkusz|Zacisze|18A||||
1875271|32-310|Ryczówek|Górna|36||||
1920490|32-310|Cieślin|Leśna|2||||
1982863|32-310|Ryczówek|Rodacka|10||||
1289807|32-310|Bydlin|Dworska|5A||||
1918316|32-329|Krzykawka|Starowiejska|42||||
1842568|32-332|Bukowno|Kościuszki|75||||
1855312|32-340|Boża Wola||14||||
1649531|32-340|Wolbrom|20 Straconych|19||||
1982051|32-340|Wolbrom|Os.W.Łokietka|9|11|||
1420073|32-340|Wolbrom|29 Listopada|51||||
1986561|32-400|Myślenice|Reja|8|26|||
1837927|32-400|Droginia||302||||
1939162|32-400|Droginia||339||||
945|32-410|Rudnik||108||||
1664043|32-410|Brzączowice||303||||
1894215|32-410|Stadniki||103||||
1251611|32-410|Dobczyce|Szkolna|42||||
1957924|32-410|Kędzierzynka||10||||
1778951|32-410|Dziekanowice||64||||
1873447|32-420|Kunice||141||||
1919003|32-420|Podolany||14a||||
1934053|32-420|Wieniec||140||||
1959077|32-420|Gdów|Solskiego|31||||
1970567|32-425|Łęki||280||||
1685314|32-432|Pcim||763||||
1827232|32-438|Trzebunia||325||||
1969084|32-440|Rudnik|Centralna|580||||
1986680|32-440|Sułkowice|11 Listopada|41||||
1918465|32-444|Bęczarka||84||||
1332874|32-444|Głogoczów||389||||
1830440|32-445|Zawada||181||||
1945037|32-445|Krzyszkowice||716||||
1983124|32-447|Siepraw|Krakowska|105||||
1647604|32-447|Siepraw|Zarusinki|132||||
1944965|32-447|Siepraw|Parkowa|5||||
1373624|32-500|Chrzanów|Porazińskiej|1||||
1943330|32-500|Chrzanów|Dobczycka|15|1|||
1970671|32-500|Balin|Wandy|43||||
1965531|32-500|Chrzanów|Focha|1|6|||
1994577|32-500|Chrzanów|Mieszka I|15A|49|||
1951414|32-540|Trzebinia|Głogowa|4|6|||
1868039|32-543|Lgota|Płocka|2||||
1625531|32-545|Karniowice|Wrzosowa|24||||
1479035|32-545|Dulowa|Sienkiewicza|8||||
1918635|32-551|Wygiełzów|Lipowiecka|9||||
1993173|32-551|Chechlana||7||||
1751393|32-566|Grojec|Pańska|13||||
1826748|32-566|Alwernia|Chemików|15|11|||
1894297|32-608|Osiek|Sadowa|13||||
1783870|32-625|Skidziń|Majowa|3||||
1966918|32-650|Kęty|Partyzantów|48A||||
1812128|32-660|Gorzów|Kwiatowa|24||||
1945890|32-660|Chełmek|Krasińskiego|72||||
1978715|32-700|Bochnia|Juliana Goslara|14||||
1968894|32-700|Bochnia|Gen.T.Jakubowskiego|14|26|||
1911760|32-700|Bochnia|Krasińskiego|7||||
1960536|32-700|Bochnia|Krzęczków|69a||||
1918352|32-700|Krzeczów|Brzozowa|13||||
1875623|32-700|Bochnia|Floris|27|12|||
1910321|32-720|Nowy Wiśnicz|Słoneczna|24C||||
1963141|32-724|Lipnica Dolna||143A||||
1966407|32-724|Lipnica Dolna||2||||
1978008|32-744|Łapczyca||533||||
1917962|32-744|Gierczyce||82||||
1984156|32-823|Łęki||108||||
1469215|32-825|Waryś||308||||
1684225|32-830|Wojnicz|Długa|83||||
1917665|32-830|Grabno||172||||
1971810|32-851|Jadowniki|Środkowa|47||||
1956850|32-852|Wola Dębińska||382||||
1896454|32-852|Dębno||218|12|||
1956839|32-852|Dębno||210||||
1908514|32-863|Tymowa||318||||
1920534|32-864|Lewniowa||182||||
1882906|33-100|Tarnów|Reymonta|33|44|||
1894360|33-100|Tarnów|Jaracza|6b||||
1960694|33-100|Tarnów|Jaracza|6B||||
1959916|33-100|Tarnów|Parkowa|29|15|||
1984721|33-100|Tarnów|Szymanowskiego|20||||
1704451|33-100|Tarnów|Pracy|4A|42|||
1918922|33-100|Tarnów|Boya-Żeleńskiego|5A|19|||
1861481|33-100|Tarnów|A.Fredry|19|2|||
1826507|33-100|Tarnów|Zamknięta|1a||||
1794930|33-100|Tarnów|Westerplatte|22|66|||
1896437|33-100|Tarnów|Małeckiego|20||||
1896122|33-112|Tarnów|Ogrodnicza|26||||
1980334|33-112|Tarnowiec|Najdałówka|21||||
1966409|33-113|Zbylitowsa Góra|Prymasa Wyszyńskiego|38B||||
1874935|33-113|Zgłobice|Urocza|6A||||
1962543|33-172|Siedliska||112||||
1953261|33-172|Siedliska||128||||
1896496|33-172|Siedliska||12E|11|||
1983509|33-260|Wola Gręboszowska||73||||
1416799|33-300|Nowy Sącz|Barbackiego|28|13|||
1830419|33-300|Nowy Sącz|Górki Zawadzkie|120a||||
1962224|33-300|Nowy Sącz|Ul. Jana Freislera|7|1|||
1715726|33-300|Nowy Sącz|Dunikowskiego|35||||
1883672|33-300|Nowy Sącz|Długosza|54|2|||
1966404|33-300|Nowy Sącz|Broniewskiego|8c|14|||
1962570|33-300|Nowy Sącz|Ul. Starowiejska|42|42|||
1912764|33-300|Nowy Sącz|Nawojowska|92||||
1895736|33-300|Nowy Sącz|Warzywna|25h||||
1927951|33-300|Nowy Sącz|Szkolna|10A||||
1731833|33-300|Nowy Sącz|Barbackiego|28|22|||
1897515|33-300|Nowy Sącz|Sucharskiego|60|39|||
1935316|33-322|Lipnica Wielka||399||||
1873749|33-331|Stróże||367||||
1966916|33-333|Cieniawa||154||||
1895780|33-334|Kamionka Wielka||700||||
1919654|33-340|Stary Sącz|Cyganowice|113||||
1957785|33-342|Przysietnica|Podgórze|15||||
1745123|33-342|Barcice||35||||
1895490|33-342|Przysietnica|Podgórze|15||||
1964807|33-350|Piwniczna-Zdrój|Ul. Zagrody|55||||
1804758|33-350|Piwniczna-Zdrój|Zagrody|38||||
1875006|33-350|Piwniczna-Zdrój|Śmigowskie|32||||
1917196|33-370|Muszyna|Kościelna|13||||
1984151|33-386|Podrzecze||227||||
1964199|33-386|Podegrodzie|Podegrodzie|203||||
1351450|33-386|Brzezna||496||||
1925386|33-395|Chełmiec|Szeroka|37b||||
1905772|33-395|Chełmiec|Gajowa|13G||||
1322185|34-100|Jaroszowice|Spacerowa|72||||
1782500|34-100|Gorzeń Górny|Zakopiańska|194||||
1873716|34-100|Jaroszowice|Spacerowa|17||||
1978172|34-103|Woźniki|Grudki|20||||
1940519|34-113|Sosnowice|Jana Iii Sobieskiego|95||||
1678947|34-113|Bęczyn|Wspólna|30||||
1896633|34-120|Andrychów|Konstytucji 3 Maja|23||||
1828415|34-123|Chocznia|Góralska|69A||||
1994637|34-130|Kalwaria Zebrzydowska|11-Listopada|16|2|||
1940047|34-142|Leńcze||73A||||
1894545|34-205|Stryszawa||76a||||
1911759|34-205|Stryszawa||560||||
1894167|34-205|Stryszawa||76a||||
1946561|34-212|Bieńkówka||198||||
1894197|34-220|Maków Podhalański|Źródlana|39||||
1447503|34-220|Maków Podhalański|Głowackiego|17A||||
1642632|34-220|Maków Podhalański|Szpitalna|5||||
1661217|34-222|Zawoja||1881||||
1876727|34-240|Jordanów|Os. Wrzosy|2|6|||
1828058|34-240|Toporzysko||394||||
1983902|34-300|Sienna|Św.J.Śląskiej|79||||
1874446|34-325|Łodygowice|Stefana Batorego|25||||
1943789|34-326|Zarzecze|Kręta|24||||
1981457|34-331|Świnna|Żywiecka|56||||
1802584|34-340|Sopotnia Mała||19||||
1827721|34-381|Radziechowy|Promienna|1042||||
1941097|34-381|Radziechowy|Różana|1444||||
1927882|34-400|Nowy Targ|Konfederacji Tatrzańskiej|13||||
1872988|34-404|Trute||67||||
1918329|34-432|Łopuszna|Podhalańska|42||||
1896901|34-441|Niedzica|Os. Pod Taborem|9|1|||
1939244|34-460|Szlachtowa|Cieśliska|9|A6|||
1876761|34-471|Ludźmierz|Zielona|16A||||
1936838|34-480|Jabłonka|Energetyków|10||||
1959562|34-500|Zakopane|Oswalda Balzera|22a||||
1424427|34-500|Zakopane|Zborowskiego|7|46|||
1918667|34-500|Zakopane|Małe Żywczańskie|9b|14|||
1853825|34-532|Brzegi|Halna|120||||
1936968|34-600|Stara Wieś||1051||||
1621272|34-600|Limanowa|Leśna|25D||||
1700373|34-600|Limanowa|Lipowa|5||||
1781197|34-600|Limanowa|Żeromskiego|3||||
1791515|34-600|Limanowa|Drzewna|1|9|||
1984159|34-620|Jodłownik||44|9|||
1674545|34-620|Jodłownik||240||||
1946724|34-650|Tymbark||659||||
1480562|34-650|Piekiełko||51||||
1871542|34-650|Zamieście||145||||
1897447|34-700|Rabka-Zdrój|Na Banię|23||||
1933829|34-720|Chabówka||253||||
1957340|34-721|Rokiciny Podhalańskie||236A||||
1923145|34-721|Rokiciny Podhalańskie||236A||||
1933832|34-730|Mszana Dolna|Słoneczna|13A||||
1949649|34-745|Spytkowice||696||||
1875297|34-745|Spytkowice||666||||
1984162|35-036|Rzeszów|Dąbrówki|4|52|||
1220578|35-036|Rzeszów|Żwirki I Wigury|3|22|||
1737888|35-045|Rzeszów|Hetmańska|41|25|||
1715742|35-061|Rzeszów|Baldachówka|14|16|||
1969186|35-065|Rzeszów|8 Marca|17|2|||
1953521|35-077|Rzeszów|B.Krzywoustego|3|22|||
1941086|35-077|Rzeszów|Bolesława Krzywoustego|3|22|||
1741161|35-083|Rzeszów|Karkonoska|258||||
1916173|35-114|Rzeszów|Szarych Szeregów|3|70|||
1984348|35-118|Rzeszów|Solarza|22|12|||
1979952|35-208|Rzeszów|Mikołajczyka|1|7|||
1896278|35-209|Rzeszów|Mikołajczyka|4|39|||
1849878|35-211|Rzeszów|Jagiełły|4||||
1873144|35-212|Rzeszów|Kameliowa|55||||
1846173|35-213|Rzeszów|Zielone Wzgórze|74||||
1372111|35-232|Rzeszów|Żywiczna|16B|3/3a|||
1875016|35-232|Rzeszów|Długa|11||||
1252328|35-242|Rzeszów|Jasna|16||||
1956944|35-303|Rzeszów|Słodka|10B||||
1647479|35-310|Rzeszów|Podwisłocze|26|11|||
1977312|35-311|Rzeszów|E.Kwiatkowskiego|139i|6|||
1951833|35-314|Rzeszów|Gościnna|21M||||
1959921|35-317|Rzeszów|Budziwojska|113B||||
1769164|35-321|Rzeszów|Morawskiego|19||||
1924542|35-330|Rzeszów|Św. Faustyny|64||||
1966174|35-505|Rzeszów|Żmigrodzka|13|21|||
1894231|35-505|Rzeszów|Iwonicka|11|16|||
1282147|35-508|Rzeszów|Starzyńskiego|1|6|||
1813359|35-604|Rzeszów|Niezapominajek|33||||
1654194|36-046|Nosówka||290G||||
1849730|36-047|Racławówka||45a||||
1873868|36-065|Dynów|Jana Pawła Ii|31||||
1918964|36-073|Strażów||75B||||
1919644|36-100|Kolbuszowa|Werynia|172||||
1283682|36-100|Kolbuszowa|Wolska|18a||||
1939348|36-110|Krzątka||208B||||
1981952|36-200|Brzozów|Legionistów|28||||
1980707|36-220|Jasienica Rosielna||359||||
1804013|36-230|Golcowa||540||||
1917039|37-300|Leżajsk|Żeromskiego|2B||||
1957344|37-300|Giedlarowa||581||||
1895582|37-303|Kuryłówka||341||||
1994467|37-403|Jastkowice|Majdan|15||||
1897330|37-415|Kępie Zaleszańskie|Zaciszna|8||||
1767964|37-420|Rudnik Nad Sanem|Wałowa|39||||
1966372|37-430|Jeżowe||329||||
1894286|37-450|Stalowa Wola|Poniatowskiego|24|6|||
1980413|37-450|Stalowa-Wola|Komisji Edukacji Narodowej|3|42|||
1733826|37-500|Koniaczów||6a||||
1920420|37-500|Jarosław|Długosza|38||||
1925620|37-500|Wierzbna||162||||
1940907|37-500|Jarosław|Os. 1000-Lecia|9|14|||
1925624|37-522|Szówsko|Wrzosowa|2||||
1897083|37-550|Radymno|Kochanowskiego|6d||||
